,Data de Criação,Título,Autor,PDF Links,Nota Técnica,Link
100,17/12/2020 18:16,"Gana: Economia, Comércio Internacional, Investimentos e Relações com o Brasil","Autores: Fernando Ribeiro, Ana Saggioro Garcia, Caroline Chagas de Assis e Renata Albuquerque Ribeiro",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/201217_nt_dinte_n_30.pdf,Nota Técnica - 2020 - Dezembro - Número 30- Dinte,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37255
101,17/12/2020 18:10,Intensidade e Estrutura de Medidas Não Tarifárias Sobre as Importações Brasileiras no Triênio 2016-2018,Autores: Krisley Mendes e André Araújo Luchine,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/201217_nt_dinte_n_29.pdf,Nota Técnica - 2020 - Dezembro - Número 29- Dinte,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37254
102,11/12/2020 18:28,Panorama das Medidas Não Tarifárias do Mercosul e União Europeia: Uma Análise Comparativa,Autores: Michelle Marcia Viana Martins e Heloisa Lee Burnquist,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/201211_nr_dinte_28.pdf,Nota Técnica - 2020 - Dezembro - Número 28 - Dinte,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37219
103,09/12/2020 10:00,Uma Análise da Produtividade da Indústria Brasileira,"Autor: Mario Jorge Mendonça, Rodrigo M. Pereira e Beatriz Pinna",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/201208_nt_dirur_n_19.pdf,Nota Técnica - 2020 - Novembro - Número 19- Dirur,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37175
104,08/12/2020 15:21,Instrumentos de Avaliação do Investimento Externo,"Autor: Renato Baumann, Michelle R. Sanchez-Badin e Ana Maria Morais",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/201208_nt_dinte_n_27.pdf,Nota Técnica - 2020 - Dezembro - Número 27- Dinte,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37174
105,03/12/2020 11:57,Contribuição das conferências das cidade para a construção da política nacional de desenvolvimento urbano,Autor: Cleber Lago do Valle Mello Filho,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/201203_nota_tecnica_dirur_20.pdf,Nota Técnica - 2020 - Novembro - Número 20 - Dirur,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37155
106,02/12/2020 18:11,"I Concurso Público Nacional Unificado Para Ingresso na Carreira da Magistratura do Trabalho: Notas Sobre Vagas Reservadas, Candidatos com Condições Especiais e Com Isenção de Inscrição",Autor: Tatiana Dias Silva,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/201202_diest_n_43.pdf,Nota Técnica - 2020 - Novembro - Número 43 - Diest,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37151
107,20/11/2020 15:15,Usinas Heliotérmicas Híbridas: Integração de CSP com Outros Recursos Energéticos,Autor: Rogério Diogne de Souza e Silva,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/201120_nt_diset_n_77.pdf,Nota Técnica - 2020 - Novembro - Número 77 - Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37094
108,16/11/2020 11:06,Gerando Famílias Artificiais Intraurbanas: Censo 2010,Autor: Bernardo Alves Furtado,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/201116_nt_diset_78_web.pdf,Nota Técnica - 2020 - Novembro - Número 78 - Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37073
109,10/11/2020 19:58,"Trabalho, População Negra e Pandemia: Notas Sobre os Primeiros Resultados da PNAD Covid-19",Autores: Tatiana Dias Silva e Sandro Pereira Silva,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/201110_diest_n_46.pdf,Nota Técnica - 2020 - Novembro - Número 46 - Diest,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37037
110,06/11/2020 11:00,Chances de Óbito por Covid-19 Entre Os Trabalhadores Formais: Evidências do Estado do Rio de Janeiro,"Autores: Fernanda De Negri, Rafael. M. Galliez, Pedro Miranda, Priscila Koeller, Graziela Zucoloto, Joana Costa, Claudio. M. de Farias, Guilherme H. Travassos e Roberto de A. Medronho",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/201104_nt_diset_n_76.pdf,Nota Técnica - 2020 - Novembro - Número 76 - Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36977
111,09/10/2020 00:00,"A Nova Metodologia de Reajuste dos Planos de Saúde Medirá os Custos, os Preços e a Eficiência das Operadoras?","Autores: Eduardo Pedral Sampaio Fiuza, Alexandre Marinho e Carlos Octávio Ocké-Reis",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/201007_nt_disoc_n_90.pdf,Nota Técnica - 2020 - Outubro - Número 90 - Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36779
112,22/09/2020 09:00,Impactos Socioeconômicos dos Acidentes de Transporte no Brasil no Período de 2007 a 2018,Autores: Paulo César Pêgas Ferreira,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200911_impactos_socioeconomico.PDF,Nota Técnica - 2020 - Setembro - Número 75 - Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36609
113,02/09/2020 19:15,Impactos Redistributivos das Transferências Públicas Monetárias e da Tributação Direta: Evidências Com a POF 2017-2018,,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200902_nt_disoc_n_89.pdf,Nota Técnica - 2020 - Agosto - Número 89- Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36562
114,02/09/2020 10:45,Acesso Domiciliar à Internet e Ensino Remoto Durante a Pandemia,,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200902_nt_disoc_n_88.pdf,Nota Técnica - 2020 - Agosto - Número 88 - Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36561
115,28/08/2020 11:35,Cinco meses de perdas de empregos e simulação de um incentivo a contratações,,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200828_nt_disoc_n_87.pdf,Nota Técnica - 2020 - Agosto - Número 87 - Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36518
116,26/08/2020 15:53,Levantamento das Recomendações Para a Volta às Aulas em Tempos da Covid-19,Autores: Luis Claudio Kubota,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200826_nt_disetn_74.pdf,Nota Técnica - 2020 - Agosto - Número 74 - Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36485
117,07/08/2020 18:16,Covid-19 e Medidas de Distanciamento Social no Brasil: Análise Comparativa dos Planos Estaduais de Flexibilização,,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200807_nt_dinte_nº_25_web.pdf,Nota Técnica - 2020 - Agosto - Número 25 - Dinte,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36327
118,07/08/2020 13:49,Diálogo com a Organização para a Cooperação e o Desenvolvimento Econômico (OCDE): indicadores de recursos do sistema brasileiro de saúde em tempos de pandemia,,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200607_nt_disoc_n_86.pdf,Nota Técnica - 2020 - Agosto - Número 86 - Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36326
119,06/08/2020 10:51,Inovação Institucional na Coordenação Federativa para o Enfrentamento e Saída do Surto de Covid-19,,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200806_nt_41_diest.pdf,Nota Técnica - 2020 - Julho - Número 41 - Diest,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36289
120,04/08/2020 12:21,Relatório de assistência tarifária efetiva aos setores econômicos no Brasil: estimativas atualizadas para 2017,,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200804_nt_dinte_n_24.pdf,Nota Técnica - 2020 - Agosto - Número 24 - Dinte,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36261
121,04/08/2020 09:00,Estado e Saneamento: Sugestões de Apoio à População Carente Durante e Após a Pandemia da Covid-19,,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200803_nt_dirur_n_18_web.pdf,Nota Técnica - 2020 - Julho - Número 18 - Dirur,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36258
122,01/08/2020 10:00,Aspectos socioeconômicos da COVID-19: o que dizem os dados do Município do Rio de Janeiro?,,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200731_nt_diset_n_72.pdf,Nota Técnica - 2020 - Julho - Número 72 - Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36249
123,30/07/2020 16:04,A Covid-19 e As Medidas Legais de Distanciamento dos Governos Estaduais: Análise Comparativa do Período de Março a Julho de 2020,,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200730_nt_dinte_n_23.pdf,Nota Técnica - 2020 - Julho - Número 23 - Dinte,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36246
124,28/07/2020 13:17,Impactos da Paralisação Econômica em Decorrência da Covid-19 Sobre o Fundeb,,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200728_nt_disoc_n_85_web.pdf,Nota Técnica - 2020 - Julho - Número 85- Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36222
125,27/07/2020 18:52,Reforma do Setor Brasileiro de Cabotagem: Impactos Sobre a Comparação Internacional,Autores: Rafael Leão e Alexandre Messa,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200727_nt_diset_n_73_web.pdf,Nota Técnica - 2020 - Julho - Número 73 - Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36201
126,27/07/2020 08:00,Os Dependentes da Renda dos Idosos e o Coronavírus: Órfãos ou Novos Pobres?,,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200724_nt_disoc_n_81_web.pdf,Nota Técnica - 2020 - Julho - Número 81- Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36188
127,24/07/2020 16:00,Subsídios à Proposta Para Reorientar a Atuação do Fust Durante o Período de Emergência de Saúde Pública Decorrente da Covid-19 (Pl Nº 2.388/2020),,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200724_nt_Disoc_n_84_web.pdf,Nota Técnica - 2020 - Julho - Número 84 - Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36186
128,22/07/2020 17:06,PEC do Pacto Federativo – PEC No 10/2020: Sugestões Sobre Recursos Suplementares à Composição do Orçamento de Guerra,,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200722_nt_disoc_n%C2%BA_82_web.pdf,Nota Técnica - 2020 - Julho - Número 82 - Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36154
129,16/07/2020 16:01,PEC do Pacto Federativo – PEC no 188/2019: Uma Discussão Sobre a Descentralização do Salário-Educação,,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200716_nt_disoc_n_83.pdf,Nota Técnica - 2020 - Julho - Número 83- Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36091
130,15/07/2020 08:00,A Infraestrutura Sanitária e Tecnológica das Escolas e a Retomada das Aulas Em Tempos de Covid-19,,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200715_nt_diset_n_70_web.pdf,Nota Técnica - 2020 - Julho - Número 70- Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36068
131,10/07/2020 10:00,"A Covid-19, a Falta de Água nas Favelas e o Direito À Moradia no Brasil",,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200709_nt_diest%20n%C2%BA_39_web.pdf,Nota Técnica - 2020 - Julho - Número 39- Diest,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36019
132,08/07/2020 17:36,"Covid-19 no Continente Africano: Impactos, Respostas e Desafios",,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200807_nt_dinte_n_21.pdf,Nota Técnica - 2020 - Junho - Número 21- Dinte,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35953
133,08/07/2020 17:23,Vacina Para o Novo Coronavírus: um Caso Clássico de Encomenda Tecnológica,,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200708_nt_n_71_diset.pdf,Nota Técnica - 2020 - Julho- Número 71 - Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35952
134,06/07/2020 19:34,Reforma do Sistema Legal de Recuperação de Empresas Brasileiro Para o Enfrentamento da Crise Sistêmica da Covid-19,,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200706_nt_diest_n_40.pdf,Nota Técnica - 2020 - Junho - Número 40- Diest,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35946
135,06/07/2020 12:26,O uso de tecnologia da informação para o enfrentamento à pandemia da Covid-19,,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200706_nt_diest_n_38.pdf,Nota Técnica - 2020 - Junho - Número 38 - Diest,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35931
136,01/07/2020 10:57,Base Industrial de Defesa Brasileira no Combate à Covid-19,,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200701_nota_tecnica_disoc_n_77_sumex.pdf,Nota Técnica - 2020 - Junho - Número 77 - Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35906
137,30/06/2020 13:01,PEC No 187/2019 – Pec dos Fundos Públicos: uma Estimativa dos Recursos Liberados Mediante a Desvinculação das Fontes,Autor: Camillo de Moraes Bassi,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200630_nt_disoc_nº_79_web.pdf,Nota Técnica - 2020 - Junho - Número 79- Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35903
138,30/06/2020 13:00,O financiamento federal dos serviços socioassistenciais no contexto da Covid-19,,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200630_nota_tecnica_disoc_n_80.pdf,Nota Técnica - 2020 - Junho - Número 80 - Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35902
139,25/06/2020 09:00,"Políticas Públicas e Violência Baseada no Gênero Durante a Pandemia Da Covid-19: Ações Presentes, Ausentes e Recomendadas",,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200624_nt_disoc_78.pdf,Nota Técnica - 2020 - Junho - Número 78- Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35884
140,24/06/2020 18:48,Contextualização do Setor Elétrico Brasileiro e o Planejamento da Infraestrutura no Longo Prazo,,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200624_nt_diset_69.pdf,Nota Técnica - 2020 - Junho - Número 69- Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35883
141,19/06/2020 14:37,Revisão do Arranjo das Compras Públicas a Partir de um Contexto de Crise,,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200619_nt_68_diset.pdf,Nota Técnica - 2020 - Junho - Número 68 - Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35851
142,19/06/2020 08:42,Projeto de Lei nº 7843 de 2017 que institui regras e instrumentos para a eficiência pública,,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200619_nt_diest_n_37.pdf,Nota Técnica - 2020 - Junho - Número 37 - Diest,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35845
143,18/06/2020 11:28,Perfil dos Beneficiários do Abono Salarial no Brasil e Proposta de Ação Emergencial no Contexto do Covid-19,,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200618_nt_disoc_n_76.pdf,Nota Técnica - 2020 - Junho - Número 76 - Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35836
144,12/06/2020 11:00,Estimativa da população em situação de rua no Brasil (setembro de 2012 a março de 2020),,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200612_nt_disoc_n_73.pdf,Nota Técnica - 2020 - Junho - Número 73 - Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35812
145,12/06/2020 09:00,População em Situação de Rua em Tempos de Pandemia: Um Levantamento de Medidas Municipais Emergenciais,"Autores: Tatiana Dias Silva, Marco Natalino e Marina Brito Pinheiro",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200610_nt_74_diset.pdf,Nota Técnica - 2020 - Junho - Número 74 - Diest,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35809
146,10/06/2020 11:02,"Covid-19 e medidas legais de distanciamento social: isolamento social, gravidade da epidemia e análise do período de 25 de maio a 7 de junho de 2020 (boletim 5)",Autor: Rodrigo Fracalossi de Moraes,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200610_nt_dinte_n_22.pdf,Nota Técnica - 2020 - Junho - Número 22 - Dinte,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35801
147,09/06/2020 18:42,Vulnerabilidades das Trabalhadoras Domésticas no Contexto da Pandemia de Covid-19 No Brasil,"Autores: Luana Pinheiro, Carolina Tokarski e Marcia Vasconcelos",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200609_nt_disoc_n_75.pdf,Nota Técnica - 2020 - Junho - Número 75 - Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35791
148,05/06/2020 11:08,"Os Impactos da Pandemia de Covid-19 nas Organizações da Sociedade Civil: Conjuntura, Desafios e Perspectiva",Autores:Camila Escudero,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200605_nt_diest_67.pdf,Nota Técnica - 2020 - Maio- Número 67- Diest,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35662
149,04/06/2020 19:45,Uma Análise da MP no 936/2020 Sobre os Rendimentos dos Trabalhadores e a Renda Domiciliar Per Capita,Autores:Joana Simões de Melo Costa e Mauricio Cortez Reis,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200603_nt_71_disoc.pdf,Nota Técnica - 2020 - Maio- Número 71- Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35661
150,29/05/2020 16:22,Fontes de Dados Para Estudos Sobre a Covid-19,"Autores:André Sampaio Zuvanov, Camila Cardoso Pereira, Carlos Enrique Rodrigues Aragon, Eduardo Monteiro de Castro Gomes, Fernanda Santos Amorim, Gustavo Maia Rodrigues Gomes, Jader Martins Camboim de Sá, Luciano Moura Silva e Welligtton Silva Cavedo",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200529_nt_gabin_10.pdf,Nota Técnica - 2020 - Maio - Número 10- Gabin,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35643
151,26/05/2020 15:14,As Transferências Monetárias Federais de Caráter Assistencial em Resposta à Covid-19: Mudanças e Desafios de Implementação,"Autores: Letícia Bartholo, Andrea Barreto de Paiva, Marco Natalino, Elaine Cristina Licio e Marina Brito Pinheiro",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200526_nt_disoc_n_72.pdf,Nota Técnica - 2020 - Maio - Número 72 - Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35621
152,26/05/2020 09:00,"Covid-19 e Medidas Legais de Distanciamento Social: Isolamento Social, Descentralização e Análise do Período de 11 A 24 e Maio de 2020 (Boletim 4)",Autores: Rodrigo Fracalossi de Moraes,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200526_nt_n_20_dinte.pdf,Nota Técnica - 2020 - Maio - Número 20- Dinte,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35624
153,22/05/2020 18:18,Proteção de Crianças e Adolescentes no Contexto da Pandemia da Covid-19: Consequências e Medidas Necessárias Para o Enfrentamento,Autores: Enid Rocha Andrade da Silva e Valéria Rezende de Oliveira,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200522_nt_disoc_n_70.pdf,Nota Técnica - 2020 - Maio - Número 70 - Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35609
154,21/05/2020 20:40,Pandemia e Fronteiras Brasileiras: Análise a Evolução da Covid-19 e Proposições,"Autores: Bolívar Pêgo, Rosa Moura, Maria Nunes, Caroline Krüger, Paula Moreira, Gustavo Ferreira e Líria Nagamine",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200521_n_16_dirur_sumex.pdf,Nota Técnica - 2020 - Maio - Número 16- Dirur,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35600
155,21/05/2020 20:28,Entrada de Meios Alternativos de Transporte Urbano: Histórico e Perspectivas Futuras,Autores: George Vasconcelos Goes,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200521_n_66_diset.pdf,Nota Técnica - 2020 - Maio - Número 66- Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35599
156,21/05/2020 10:21,"A Proposta de Adoção de Fila Única nas Unidades de Terapia Intensiva e nas Demais Internações Hospitalares, Durante A Pandemia de Covid-19 no Brasil: Considerações Teóricas do Campo da Economia da Saúde Sobre as Alternativas Disponíveis",Autores: Alexandre Marinho,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200521_nt_65_diset.pdf,Nota Técnica - 2020 - Maio - Número 65- Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35597
157,20/05/2020 11:23,Políticas públicas para pesquisa e inovação frente à crise da Covid-19,,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200520_nota_tecnica_diset_n_64.pdf,Nota Técnica - 2020 - Maio - Número 64 - Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35589
158,19/05/2020 17:20,Socorro Governamental às Pequenas Unidades Produtivas Frente à Atual Pandemia,"Autores: Mauro Oddo Nogueira, Sandro Pereira Silva e Sandro Sacchet de Carvalho",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200519_NT_N63_Diset.pdf,Nota Técnica - 2020 - Maio - Número 63 - Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35586
159,18/05/2020 10:41,"O Programa de Aquisição de Alimentos (PAA): instrumento de dinamismo econômico, combate à pobreza e promoção da Segurança Alimentar e Nutricional (SAN) em tempos de Covid-19","Autores: Regina Helena Rosa Sambuichi, Ana Flávia Cordeiro S. de Almeida, Gabriela Perin, Paulo Asafe Campos Spínola e Antônio Fernando Costa Pella",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200518_nota_tecnica_dirur_n_17.pdf,Nota Técnica - 2020 - Maio - Número 17 - Dirur,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35581
160,14/05/2020 15:41,O Complexo Industrial da Saúde na Pintec 2017,Autores: Rafael Leão e Luis Felipe Giesteira,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200514_nt_diset_n62_web.pdf,Nota Técnica - 2020 - Maio - Número 62 - Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35570
161,12/05/2020 16:53,"Covid-19 e Medidas Legais de Distanciamento Social: Descentralização das Políticas, Relação com o Número de Óbitos e Análise do Período de 27 de Abril a 10 de Maio de 2020",Autores: Rodrigo Fracalossi de Moraes,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200513_nt_dinte_n19_covid_19.pdf,Nota Técnica - 2020 - Maio - Número 19 - Dinte,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35567
162,08/05/2020 16:07,Agricultura Familiar e Abastecimento Alimentar no Contexto do Covid-19: Uma Abordagem das Ações Públicas Emergenciais,"Autores: Alexandre Arbex Valadares, Fábio Alves, Marcelo Galiza e Sandro Pereira Silva",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200508_nt_disoc_n_69_web.pdf,Nota Técnica - 2020- Abril- Número 69- Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35560
163,07/05/2020 15:27,A propriedade industrial pode limitar o combate à pandemia?,"Autores: Graziela Zucoloto, Pedro Miranda e Patricia Porto",http://www.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200507_nt_diset_n_61.pdf,Nota Técnica - 2020- Maio - Número 61- Diset,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35553
164,05/05/2020 17:16,Proteção Social aos Mais Vulneráveis em Contexto de Pandemia: Algumas Limitações Práticas de Auxílio Emergencial E a Adequação dos Benefícios Eventuais Como Instrumento Complementar de Política Socioassistencial,Autores: Marco Natalino e Marina Brito Pinheiro,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200505_nt_disoc_n67_web.pdf,Nota Técnica - 2020- Abril - Número 67- Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35536
165,04/05/2020 09:49,Benefícios Emergenciais aos Trabalhadores Informais e Formais no Brasil: Estimativas das Taxas de Cobertura Combinadas da Lei 13.982 e da MP 936,Autores: Marcos D. Hecksher e Miguel N. Foguel,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200504_nt_disoc_n_66.pdf,Nota Técnica - 2020- Abril - Número 66 - Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35527
166,30/04/2020 15:50,A Saúde Pública e o Enfrentamento da Crise Causada Pelo Coronavírus,Autores: Edvaldo Batista de Sá,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200430_nt_disoc_n_68_web.pdf,Nota Técnica - 2020- Abril - Número 68- Disoc,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35518
167,30/04/2020 14:26,As Eleições Municipais e a Pandemia de Covid-19: Alternativas de Ação e Possíveis Impactos,Autores: Acir Almeida,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200430_nt_diest%20n_36.pdf,Nota Técnica - 2020- Abril - Número 36- Diest,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=35516
